name,year,theme,theme_id,num_parts,img_url
Ninjago: Book of Adventures,2022,Activity Books with LEGO Parts,761,1,https://cdn.rebrickable.com/media/sets/0003977811-1.jpg
Gears,1965,Samsonite,756,43,https://cdn.rebrickable.com/media/sets/001-1.jpg
Town Mini-Figures,1979,Classic Town,67,12,https://cdn.rebrickable.com/media/sets/0011-2.jpg
Castle 2 for 1 Bonus Offer,1987,Lion Knights,199,0,https://cdn.rebrickable.com/media/sets/0011-3.jpg
Space Mini-Figures,1979,Supplemental,143,12,https://cdn.rebrickable.com/media/sets/0012-1.jpg
Space Mini-Figures,1979,Supplemental,143,12,https://cdn.rebrickable.com/media/sets/0013-1.jpg
Space Mini-Figures,1979,Supplemental,143,2,https://cdn.rebrickable.com/media/sets/0014-1.jpg
Space Mini-Figures,1979,Supplemental,143,18,https://cdn.rebrickable.com/media/sets/0015-1.jpg
Castle Mini Figures,1979,Classic Castle,189,15,https://cdn.rebrickable.com/media/sets/0016-1.jpg
4.5V Samsonite Gears Motor Set,1965,Samsonite,756,3,https://cdn.rebrickable.com/media/sets/002-1.jpg
Master Mechanic Set,1966,Samsonite,756,403,https://cdn.rebrickable.com/media/sets/003-1.jpg
Master Builder Set,1966,Samsonite,756,817,https://cdn.rebrickable.com/media/sets/004-1.jpg
Basic Building Set in Cardboard,1965,System,365,35,https://cdn.rebrickable.com/media/sets/005-1.jpg
Discovery Set,1967,Samsonite,756,0,https://cdn.rebrickable.com/media/sets/005-2.jpg
Special Offer,1985,Classic Town,67,0,https://cdn.rebrickable.com/media/sets/00-6.jpg
Basic Building Set in Cardboard,1965,System,365,57,https://cdn.rebrickable.com/media/sets/010-1.jpg
Pre-School Set,1973,Basic Set,505,18,https://cdn.rebrickable.com/media/sets/010-2.jpg
Basic Building Set,1968,System,365,77,https://cdn.rebrickable.com/media/sets/010-3.jpg
The Majestic Horse,2023,Icons,721,492,https://cdn.rebrickable.com/media/sets/010423-1.jpg
Chain Links,1980,Technic,453,25,https://cdn.rebrickable.com/media/sets/01-1.jpg
Basic Building Set,1968,System,365,145,https://cdn.rebrickable.com/media/sets/011-1.jpg
Bulldozer Chain Links,1982,Technic,453,50,https://cdn.rebrickable.com/media/sets/01-2.jpg
Extra Large Tires & Hubs,1982,Technic,453,4,https://cdn.rebrickable.com/media/sets/02-1.jpg
Wheel Set,1966,Samsonite,756,183,https://cdn.rebrickable.com/media/sets/021-1.jpg
Digger Bucket Assembly,1980,Service Packs,443,3,https://cdn.rebrickable.com/media/sets/02-2.jpg
Basic Building Set,1968,System,365,110,https://cdn.rebrickable.com/media/sets/022-1.jpg
Doll Furniture,1965,Samsonite,756,0,https://cdn.rebrickable.com/media/sets/022-2.jpg
Ninjago: Build Your Own Adventure,2015,Activity Books with LEGO Parts,761,74,https://cdn.rebrickable.com/media/sets/0241187567-1.jpg
Star Wars: Build Your Own Adventure: Galactic Missions,2019,Activity Books with LEGO Parts,761,70,https://cdn.rebrickable.com/media/sets/0241357594-1.jpg
Nursery Furniture,1979,Playhouse,652,7,https://cdn.rebrickable.com/media/sets/028-1.jpg
Building Set,1973,Basic Set,505,29,https://cdn.rebrickable.com/media/sets/030-2.jpg
The Race to Build It Board Game,1999,Early Creator,674,77,https://cdn.rebrickable.com/media/sets/03093-1.jpg
Doors and Fences,1980,Service Packs,443,10,https://cdn.rebrickable.com/media/sets/03-1.jpg
Living Room,1979,Playhouse,652,14,https://cdn.rebrickable.com/media/sets/032-1.jpg
Farm Animals,1979,Town,632,21,https://cdn.rebrickable.com/media/sets/033-1.jpg
Basic Building Set,1968,System,365,177,https://cdn.rebrickable.com/media/sets/033-2.jpg
Propellers and Wheels,1980,Service Packs,443,13,https://cdn.rebrickable.com/media/sets/04-1.jpg
Pre-School Beginners Set,1964,Jumbo Bricks,369,24,https://cdn.rebrickable.com/media/sets/041-1.jpg
Playhouse,1979,Playhouse,652,1,https://cdn.rebrickable.com/media/sets/041-2.jpg
Jumbo Brick Pull Toy,1966,Jumbo Bricks,369,9,https://cdn.rebrickable.com/media/sets/042-1.jpg
Basic Building Set,1968,System,365,225,https://cdn.rebrickable.com/media/sets/044-1.jpg
Jumbo Bricks,1969,Jumbo Bricks,369,30,https://cdn.rebrickable.com/media/sets/044-2.jpg
Farm,1979,Town,632,66,https://cdn.rebrickable.com/media/sets/045-1.jpg
Assorted Clear Bricks & Plates,1969,Samsonite,756,37,https://cdn.rebrickable.com/media/sets/045-2.jpg
Gates and Fences,1969,Samsonite,756,15,https://cdn.rebrickable.com/media/sets/047-1.jpg
Windows / Doors & Trees / Bushes,1969,Samsonite,756,27,https://cdn.rebrickable.com/media/sets/049-1.jpg
Lighting Device Pack,1969,Samsonite,756,4,https://cdn.rebrickable.com/media/sets/050-2.jpg
Hinges,1980,Service Packs,443,3,https://cdn.rebrickable.com/media/sets/05-1.jpg
Assorted Basic Bricks - Red,1966,Samsonite,756,50,https://cdn.rebrickable.com/media/sets/051-1.jpg
Assorted Basic Bricks - White,1966,Samsonite,756,50,https://cdn.rebrickable.com/media/sets/052-1.jpg
Assorted Basic Bricks - Blue,1966,Samsonite,756,50,https://cdn.rebrickable.com/media/sets/053-1.jpg
Assorted Basic Bricks - Yellow,1966,Samsonite,756,50,https://cdn.rebrickable.com/media/sets/054-1.jpg
Trees & Bushes,1966,Samsonite,756,25,https://cdn.rebrickable.com/media/sets/055-1.jpg
Basic Building Set,1968,System,365,256,https://cdn.rebrickable.com/media/sets/055-2.jpg
Large Wheels,1966,Samsonite,756,17,https://cdn.rebrickable.com/media/sets/057-1.jpg
Small Wheels,1966,Samsonite,756,26,https://cdn.rebrickable.com/media/sets/058-1.jpg
Assorted White Plates,1966,Samsonite,756,15,https://cdn.rebrickable.com/media/sets/060-1.jpg
Jumbo Brick School Set,1968,Jumbo Bricks,369,60,https://cdn.rebrickable.com/media/sets/060-3.jpg
Motor Wires,1980,Technic,453,6,https://cdn.rebrickable.com/media/sets/06-1.jpg
Five Large Base Plates - Green,1966,Samsonite,756,5,https://cdn.rebrickable.com/media/sets/061-1.jpg
Five Large Base Plates - White,1966,Samsonite,756,5,https://cdn.rebrickable.com/media/sets/062-1.jpg
Five Large Base Plates - Blue,1966,Samsonite,756,5,https://cdn.rebrickable.com/media/sets/063-1.jpg
Ducks,1978,Basic Set,505,18,https://cdn.rebrickable.com/media/sets/063-2.jpg
Two Garage Door Kits,1969,Samsonite,756,6,https://cdn.rebrickable.com/media/sets/065-1.jpg
Basic Building Set,1968,System,365,407,https://cdn.rebrickable.com/media/sets/066-1.jpg
Governor Set,1968,Samsonite,756,407,https://cdn.rebrickable.com/media/sets/066-2.jpg
Battery Box,1980,Technic,453,1,https://cdn.rebrickable.com/media/sets/07-1.jpg
Block Box,1979,Basic Set,505,24,https://cdn.rebrickable.com/media/sets/071-1.jpg
Pre-School Set,1976,Basic Set,505,20,https://cdn.rebrickable.com/media/sets/074-1.jpg
Pre-School Set,1975,Basic Set,505,17,https://cdn.rebrickable.com/media/sets/075-1.jpg
The Ultimate LEGO Book,1999,Non-fiction Books,758,0,https://cdn.rebrickable.com/media/sets/0751359483-1.jpg
Atlantis: Brickmaster,2010,Activity Books with LEGO Parts,761,157,https://cdn.rebrickable.com/media/sets/0756668530-1.jpg
Pirates: Brickmaster,2009,Activity Books with LEGO Parts,761,162,https://cdn.rebrickable.com/media/sets/0756672805-1.jpg
Ninjago: Brickmaster,2011,Activity Books with LEGO Parts,761,154,https://cdn.rebrickable.com/media/sets/0756682762-1.jpg
Harry Potter: Characters of the Magical World,2012,Non-fiction Books,758,4,https://cdn.rebrickable.com/media/sets/0756692571-1.jpg
Pre-School Set,1975,Basic Set,505,21,https://cdn.rebrickable.com/media/sets/077-1.jpg
Roadway Base Plate,1970,Samsonite,756,1,https://cdn.rebrickable.com/media/sets/078-1.jpg
Basic Building Set with Train,1967,System,365,712,https://cdn.rebrickable.com/media/sets/080-1.jpg
Ambassador Set,1967,Samsonite,756,712,https://cdn.rebrickable.com/media/sets/080-2.jpg
Police Station,1976,Basic Set,505,24,https://cdn.rebrickable.com/media/sets/080-3.jpg
4.5V Replacement Motor,1982,Technic,453,1,https://cdn.rebrickable.com/media/sets/08-1.jpg
Legoville,1976,Basic Set,505,63,https://cdn.rebrickable.com/media/sets/082-1.jpg
Racer,1977,Basic Set,505,4,https://cdn.rebrickable.com/media/sets/085-1.jpg
Tub Boat,1978,Town,632,3,https://cdn.rebrickable.com/media/sets/086-1.jpg
Star Wars Battle Bridge storage case,2012,Storage,740,0,https://cdn.rebrickable.com/media/sets/0878119001641-1.jpg
Super Set,1969,Universal Building Set,465,615,https://cdn.rebrickable.com/media/sets/088-1.jpg
Fabuland: Lionel Lion's New Car,1984,Story Books,759,0,https://cdn.rebrickable.com/media/sets/0906946506-1.jpg
Trees & Flowers,1981,Service Packs,443,22,https://cdn.rebrickable.com/media/sets/09-1.jpg
Guarded Inn,2001,Lion Knights,199,256,https://cdn.rebrickable.com/media/sets/10000-1.jpg
Jurassic World - PC DVD,2015,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/10000549412-1.jpg
Mosaic Set,1985,Duplo and Explore,516,202,https://cdn.rebrickable.com/media/sets/1000-1.jpg
Metroliner,2001,Train,233,787,https://cdn.rebrickable.com/media/sets/10001-1.jpg
Railroad Club Car,2001,Train,233,293,https://cdn.rebrickable.com/media/sets/10002-1.jpg
Harry Potter: Years 5-7 - PS Vita,2012,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000229927-1.jpg
1 x 2 Sand Red Bricks,2001,Bulk Bricks,254,100,https://cdn.rebrickable.com/media/sets/10003-1.jpg
Batman the Videogame - PSP,2008,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000368666-1.jpg
2 x 2 Sand Red Bricks,2001,Bulk Bricks,254,100,https://cdn.rebrickable.com/media/sets/10004-1.jpg
Marvel Super Heroes - PS4,2013,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000430096-8.jpg
2 x 4 Sand Red Bricks,2001,Bulk Bricks,254,50,https://cdn.rebrickable.com/media/sets/10005-1.jpg
Jurassic World - Xbox One,2015,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000565140-1.jpg
Jurassic World - PS Vita‎,2015,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000565190-1.jpg
Marvel Avengers - Xbox One,2016,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000565740-1.jpg
Marvel Avengers - PS4,2016,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000565742-1.jpg
Marvel Avengers - PS Vita‎,2016,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000565765-1.jpg
Marvel Super Heroes - Xbox One,2013,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000565897-5.jpg
Marvel Avengers - PC,2016,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000577871-1.jpg
Star Wars: The Force Awakens - 3DS,2016,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000591519-1.jpg
Star Wars: The Force Awakens - PS Vita,2016,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000591524-1.jpg
Star Wars: The Force Awakens Deluxe Edition - PS3,2016,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000598000-1.jpg
Star Wars: The Force Awakens - PS3,2016,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000600263-1.jpg
1 x 6 Sand Red Bricks,2001,Bulk Bricks,254,50,https://cdn.rebrickable.com/media/sets/10006-1.jpg
Harry Potter Collection - PS4,2016,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000629598-1.jpg
Marvel Super Heroes 2 - Xbox One,2017,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000643461-1.jpg
Marvel Super Heroes 2 - PS4,2017,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000648795-1.jpg
Marvel Super Heroes 2 - Nintendo Switch,2017,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000692713-1.jpg
The Incredibles - Nintendo Switch,2019,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000704831-2.jpg
The Incredibles - PS4,2019,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000704832-13.jpg
DC Super-Villains - Nintendo Switch,2018,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000709804-1.jpg
DC Super-Villains - PS4,2018,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000709806-1.jpg
The Incredibles - Xbox One,2019,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000709807-1.jpg
2 x 4 Sand Red Ridge Roof Tiles Steep Slope,2001,Bulk Bricks,254,25,https://cdn.rebrickable.com/media/sets/10007-1.jpg
Harry Potter Collection - Xbox One,2016,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000724950-1.jpg
Harry Potter Collection - Nintendo Switch,2016,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000724951-1.jpg
The LEGO Movie 2 Videogame - Nintendo Switch,2019,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000739974-1.jpg
The LEGO Movie 2 Videogame - PS4,2019,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000739975-1.jpg
The LEGO Movie 2 Videogame - Xbox One,2019,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000739976-1.jpg
Jurassic World - Nintendo Switch,2015,Video Games and Accessories,742,0,https://cdn.rebrickable.com/media/sets/1000746530-1.jpg
2 x 4 Roof Tile Sand Red,2001,Bulk Bricks,254,50,https://cdn.rebrickable.com/media/sets/10008-1.jpg
Assorted Blue Bricks,2001,Bulk Bricks,254,62,https://cdn.rebrickable.com/media/sets/10009-1.jpg
4.5V Motor with Wheels (Small Version),1966,4.5V,235,15,https://cdn.rebrickable.com/media/sets/100-1.jpg
Assorted Yellow Bricks,2003,Bulk Bricks,254,62,https://cdn.rebrickable.com/media/sets/10010-1.jpg
Assorted Blue Plates,2001,Bulk Bricks,254,42,https://cdn.rebrickable.com/media/sets/10011-1.jpg
Assorted Yellow Plates,2001,Bulk Bricks,254,42,https://cdn.rebrickable.com/media/sets/10012-1.jpg
Open Freight Wagon,2001,9V,236,121,https://cdn.rebrickable.com/media/sets/10013-1.jpg
Caboose,2001,9V,236,170,https://cdn.rebrickable.com/media/sets/10014-1.jpg
Passenger Wagon,2001,9V,236,194,https://cdn.rebrickable.com/media/sets/10015-1.jpg
Tanker,2001,9V,236,128,https://cdn.rebrickable.com/media/sets/10016-1.jpg
Hopper Wagon,2001,9V,236,228,https://cdn.rebrickable.com/media/sets/10017-1.jpg
Darth Maul,2001,Ultimate Collector Series,171,1868,https://cdn.rebrickable.com/media/sets/10018-1.jpg
Rebel Blockade Runner,2001,Ultimate Collector Series,171,1748,https://cdn.rebrickable.com/media/sets/10019-1.jpg
4.5V Motor with Wheels (Large Version),1966,4.5V,235,27,https://cdn.rebrickable.com/media/sets/100-2.jpg
Santa Fe Super Chief,2002,9V,236,435,https://cdn.rebrickable.com/media/sets/10020-1.jpg
Santa Fe Super Chief - Limited Edition,2002,9V,236,441,https://cdn.rebrickable.com/media/sets/10020-2.jpg
U.S.S. Constellation,2003,Hobby Sets,404,975,https://cdn.rebrickable.com/media/sets/10021-1.jpg
"Santa Fe Cars - Set II (dining, observation, or sleeping car)",2002,9V,236,411,https://cdn.rebrickable.com/media/sets/10022-1.jpg
Master Builder Set,2002,Bionicle,324,111,https://cdn.rebrickable.com/media/sets/10023-1.jpg
Red Baron,2002,Creator Expert,673,670,https://cdn.rebrickable.com/media/sets/10024-1.jpg
Santa Fe Cars - Set I (mail or baggage car),2002,9V,236,326,https://cdn.rebrickable.com/media/sets/10025-1.jpg
Naboo Starfighter,2002,Ultimate Collector Series,171,188,https://cdn.rebrickable.com/media/sets/10026-1.jpg
Train Engine Shed,2003,World City,105,670,https://cdn.rebrickable.com/media/sets/10027-1.jpg
Lunar Lander,2003,Discovery,387,469,https://cdn.rebrickable.com/media/sets/10029-1.jpg
Ninjago Lloyd Backpack,2018,Gear,501,0,https://cdn.rebrickable.com/media/sets/100291707-1.jpg
Nexo Knights Backpack,2018,Gear,501,0,https://cdn.rebrickable.com/media/sets/100291708-1.jpg
Imperial Star Destroyer,2002,Ultimate Collector Series,171,3116,https://cdn.rebrickable.com/media/sets/10030-1.jpg
Friends You're the Star Junior Backpack,2018,Gear,501,0,https://cdn.rebrickable.com/media/sets/100301705-1.jpg
Friends Backpack,2021,Gear,501,0,https://cdn.rebrickable.com/media/sets/100301837-1.jpg
Ninjago Green Lloyd Junior Backpack,2021,Gear,501,0,https://cdn.rebrickable.com/media/sets/100302101-1.jpg
Ninjago Prime Empire Junior Backpack,2022,Gear,501,0,https://cdn.rebrickable.com/media/sets/100302203-1.jpg
Mermaid Junior Backpack,2023,Gear,501,0,https://cdn.rebrickable.com/media/sets/100302304-1.jpg
Nexo Knights Shoulder Bag,2018,Gear,501,0,https://cdn.rebrickable.com/media/sets/100311708-1.jpg
Friends Juice Bar Shoulder Bag,2020,Gear,501,0,https://cdn.rebrickable.com/media/sets/100311837-1.jpg
Friend Pencil Case,2017,Stationery and Office Supplies,739,0,https://cdn.rebrickable.com/media/sets/100321710-1.jpg
Ninjago Lloyd Gym Bag,2018,Gear,501,0,https://cdn.rebrickable.com/media/sets/100341707-1.jpg
Star Wars The Dark Side Darth Vader Gym Bag,2018,Gear,501,0,https://cdn.rebrickable.com/media/sets/100341726-1.jpg
Star Wars Stormtrooper Gym Bag,2018,Gear,501,0,https://cdn.rebrickable.com/media/sets/100341829-1.jpg
Friends Pink Gym Bag,2020,Gear,501,0,https://cdn.rebrickable.com/media/sets/100342004-1.jpg
Ninjago Dragon Master Gym Bag,2020,Gear,501,0,https://cdn.rebrickable.com/media/sets/100342008-1.jpg
Ninjago Green Lloyd Gym Bag,2021,Gear,501,0,https://cdn.rebrickable.com/media/sets/100342101-1.jpg
Purple Gym Bag,2021,Gear,501,0,https://cdn.rebrickable.com/media/sets/100342108-1.jpg
Navy Gym Bag,2022,Gear,501,0,https://cdn.rebrickable.com/media/sets/100342208-1.jpg
Ninjago Kai Backpack Trolley,2017,Gear,501,0,https://cdn.rebrickable.com/media/sets/100351702-1.jpg
Ninjago Lloyd Backpack Trolley,2018,Gear,501,0,https://cdn.rebrickable.com/media/sets/100351707-1.jpg
Nexo Knights Backpack Trolley,2018,Gear,501,0,https://cdn.rebrickable.com/media/sets/100351708-1.jpg
Friends Funpark Backpack Trolley,2018,Gear,501,0,https://cdn.rebrickable.com/media/sets/100351710-1.jpg
Pizza To Go,2002,Town,50,151,https://cdn.rebrickable.com/media/sets/10036-1.jpg
Breezeway Cafe,2002,Town,50,195,https://cdn.rebrickable.com/media/sets/10037-1.jpg
Black Falcon's Fortress,2002,Black Falcons,187,430,https://cdn.rebrickable.com/media/sets/10039-1.jpg
Black Seas Barracuda,2002,Pirates I,148,916,https://cdn.rebrickable.com/media/sets/10040-1.jpg
Main Street,2003,Town,50,640,https://cdn.rebrickable.com/media/sets/10041-1.jpg
American Flag,2003,Seasonal,206,35,https://cdn.rebrickable.com/media/sets/10042-1.jpg
2x2 Electrical Plate,2002,Bulk Bricks,254,1,https://cdn.rebrickable.com/media/sets/10043-1.jpg
Windows and Doors,2002,Bulk Bricks,254,44,https://cdn.rebrickable.com/media/sets/10044-1.jpg
Pillars and Beams,2002,Bulk Bricks,254,13,https://cdn.rebrickable.com/media/sets/10045-1.jpg
City Police Backpack Trolley,2018,Gear,501,0,https://cdn.rebrickable.com/media/sets/100451835-1.jpg
Ninjago Urban Backpack Trolley,2019,Gear,501,0,https://cdn.rebrickable.com/media/sets/100451910-1.jpg
Friends Girls Rock Backpack Trolley,2019,Gear,501,0,https://cdn.rebrickable.com/media/sets/100451914-1.jpg
Friends Hearts Backpack Trolley,2020,Gear,501,0,https://cdn.rebrickable.com/media/sets/100452005-1.jpg
Brown Tiles,2002,Bulk Bricks,254,100,https://cdn.rebrickable.com/media/sets/10046-1.jpg
Light Gray Arches,2002,Bulk Bricks,254,36,https://cdn.rebrickable.com/media/sets/10047-1.jpg
Small Wheels and Axles,2002,Bulk Bricks,254,61,https://cdn.rebrickable.com/media/sets/10048-1.jpg
Large Wheels and Axles,2002,Bulk Bricks,254,31,https://cdn.rebrickable.com/media/sets/10049-1.jpg
Gray Fences,2002,Bulk Bricks,254,34,https://cdn.rebrickable.com/media/sets/10050-1.jpg
Star Wars Stormtrooper Pencil Case,2018,Stationery and Office Supplies,739,0,https://cdn.rebrickable.com/media/sets/100501829-1.jpg
Ninjago Lloyd Energy Pencil Case,2019,Stationery and Office Supplies,739,0,https://cdn.rebrickable.com/media/sets/100501908-1.jpg
Ninjago Green Lloyd Pencil Case,2022,Stationery and Office Supplies,739,0,https://cdn.rebrickable.com/media/sets/100502101-1.jpg
Purple Pencil Case,2021,Stationery and Office Supplies,739,0,https://cdn.rebrickable.com/media/sets/100502108-1.jpg
Parrot Pencil Case,2022,Stationery and Office Supplies,739,0,https://cdn.rebrickable.com/media/sets/100502206-1.jpg
Violet Pencil Case,2022,Stationery and Office Supplies,739,0,https://cdn.rebrickable.com/media/sets/100502207-1.jpg
Navy Pencil Case,2022,Stationery and Office Supplies,739,0,https://cdn.rebrickable.com/media/sets/100502208-1.jpg
Transparent Bricks,2002,Bulk Bricks,254,50,https://cdn.rebrickable.com/media/sets/10051-1.jpg
Intelligent Locomotive (Explore),2003,Trains,634,7,https://cdn.rebrickable.com/media/sets/10052-1.jpg
Ninjago Spinjitzu Jay Pencil Case,2020,Stationery and Office Supplies,739,0,https://cdn.rebrickable.com/media/sets/100522009-1.jpg
Ninjago Green Lloyd Pencil Case,2022,Stationery and Office Supplies,739,0,https://cdn.rebrickable.com/media/sets/100522101-1.jpg
Purple Pencil Case,2021,Stationery and Office Supplies,739,0,https://cdn.rebrickable.com/media/sets/100522108-1.jpg
Navy Pencil Case,2023,Stationery and Office Supplies,739,0,https://cdn.rebrickable.com/media/sets/100522110-1.jpg
Black Slopes 33,2003,Bulk Bricks,254,44,https://cdn.rebrickable.com/media/sets/10053-1.jpg
Black Slopes 33 3 x 2 and 3 x 4,2003,Bulk Bricks,254,68,https://cdn.rebrickable.com/media/sets/10054-1.jpg
Black Slopes 33 3 x 1 and 3 x 3,2003,Bulk Bricks,254,50,https://cdn.rebrickable.com/media/sets/10055-1.jpg
White Plates 2 x n,2002,Bulk Bricks,254,56,https://cdn.rebrickable.com/media/sets/10056-1.jpg
Black Plates 2 x n,2002,Bulk Bricks,254,56,https://cdn.rebrickable.com/media/sets/10057-1.jpg
Red Plates 2 x n,2002,Bulk Bricks,254,56,https://cdn.rebrickable.com/media/sets/10058-1.jpg
Dark Green Plates 2 x n,2002,Bulk Bricks,254,56,https://cdn.rebrickable.com/media/sets/10059-1.jpg
Light Gray Plates 2 x n,2002,Bulk Bricks,254,56,https://cdn.rebrickable.com/media/sets/10060-1.jpg
Duplo Bib,2022,Gear,501,0,https://cdn.rebrickable.com/media/sets/100603-1.jpg
Black Plates 1 x n,2002,Bulk Bricks,254,84,https://cdn.rebrickable.com/media/sets/10061-1.jpg
Red Plates 1 x n,2002,Bulk Bricks,254,84,https://cdn.rebrickable.com/media/sets/10062-1.jpg
Green Plates 1 x n,2002,Bulk Bricks,254,84,https://cdn.rebrickable.com/media/sets/10063-1.jpg
Light Gray Plates 1 x n,2002,Bulk Bricks,254,84,https://cdn.rebrickable.com/media/sets/10064-1.jpg
White Plates 1 x n,2002,Bulk Bricks,254,84,https://cdn.rebrickable.com/media/sets/10065-1.jpg
Castle Accessories,2002,Bulk Bricks,254,41,https://cdn.rebrickable.com/media/sets/10066-1.jpg
Mini-Fig Headgear,2002,Bulk Bricks,254,53,https://cdn.rebrickable.com/media/sets/10067-1.jpg
Santa Claus,2002,Christmas,227,39,https://cdn.rebrickable.com/media/sets/10068-1.jpg
Christmas Tree,2002,Christmas,227,33,https://cdn.rebrickable.com/media/sets/10069-1.jpg
Reindeer,2002,Christmas,227,26,https://cdn.rebrickable.com/media/sets/10070-1.jpg
Mr. Bunny,2003,Easter,229,25,https://cdn.rebrickable.com/media/sets/10071-1.jpg
TECHNIC Beams,2003,Bulk Bricks,254,56,https://cdn.rebrickable.com/media/sets/10072-1.jpg
Ninjago Green Lloyd Backpack,2021,Gear,501,0,https://cdn.rebrickable.com/media/sets/100722101-1.jpg
Stars Backpack,2021,Gear,501,0,https://cdn.rebrickable.com/media/sets/100722106-1.jpg
Purple Backpack,2021,Gear,501,0,https://cdn.rebrickable.com/media/sets/100722108-1.jpg
Navy Backpack,2021,Gear,501,0,https://cdn.rebrickable.com/media/sets/100722110-1.jpg
Bushes,2003,Bulk Bricks,254,130,https://cdn.rebrickable.com/media/sets/10073-1.jpg
Cross Axles,2003,Bulk Bricks,254,68,https://cdn.rebrickable.com/media/sets/10074-1.jpg
Spider-Man Action Pack,2002,Spider-Man,706,25,https://cdn.rebrickable.com/media/sets/10075-1.jpg
TECHNIC Gear Wheels,2002,Bulk Bricks,254,39,https://cdn.rebrickable.com/media/sets/10076-1.jpg
TECHNIC Motor,2003,Bulk Bricks,254,55,https://cdn.rebrickable.com/media/sets/10077-1.jpg
Train Connection Wire,2003,Bulk Bricks,254,1,https://cdn.rebrickable.com/media/sets/10078-1.jpg
Snowman,2003,Christmas,227,42,https://cdn.rebrickable.com/media/sets/10079-1.jpg
Angel,2003,Christmas,227,33,https://cdn.rebrickable.com/media/sets/10080-1.jpg
Birthday Pack Heart,2004,Clikits,500,70,https://cdn.rebrickable.com/media/sets/10081-1.jpg
Ninjago Green Lloyd Backpack Trolley,2021,Gear,501,0,https://cdn.rebrickable.com/media/sets/100812101-1.jpg
Ninjago Golden Lloyd Backpack Trolley,2021,Gear,501,0,https://cdn.rebrickable.com/media/sets/100812102-1.jpg
Birthday Pack Daisy,2004,Clikits,500,70,https://cdn.rebrickable.com/media/sets/10082-1.jpg
Birthday Pack Star,2004,Clikits,500,70,https://cdn.rebrickable.com/media/sets/10083-1.jpg
90 Years of Play Metal Key Chain,2022,Key Chain,503,0,https://cdn.rebrickable.com/media/sets/100871-1.jpg
Turkey,2003,Thanksgiving,231,54,https://cdn.rebrickable.com/media/sets/10090-1.jpg
100 LEGO Stores North America,2019,LEGO Brand Store,408,5,https://cdn.rebrickable.com/media/sets/100stores-1.jpg
Universal Building Set,1976,Universal Building Set,465,129,https://cdn.rebrickable.com/media/sets/10-1.jpg
Ninjago Kai Lunch Bag,2021,Houseware,733,0,https://cdn.rebrickable.com/media/sets/1010205-1.jpg
Ninjago Lloyd Lunch Bag,2021,Houseware,733,0,https://cdn.rebrickable.com/media/sets/1010206-1.jpg
Ninjago Cole Lunch Bag,2021,Houseware,733,0,https://cdn.rebrickable.com/media/sets/1010207-1.jpg
Ninjago Jay Lunch Bag,2021,Houseware,733,0,https://cdn.rebrickable.com/media/sets/1010208-1.jpg
City Citizens Wallet,2022,Gear,501,0,https://cdn.rebrickable.com/media/sets/101032211-1.jpg
Ninjago Into the Unknown Wallet,2022,Gear,501,0,https://cdn.rebrickable.com/media/sets/101032303-1.jpg
Ninjago Kai Pencil Case,2022,Stationery and Office Supplies,739,0,https://cdn.rebrickable.com/media/sets/1010405-1.jpg
Ninjago Jay Pencil Case,2022,Stationery and Office Supplies,739,0,https://cdn.rebrickable.com/media/sets/1010408-1.jpg
Friends Hearts Pencil Case,2022,Stationery and Office Supplies,739,0,https://cdn.rebrickable.com/media/sets/101042213-1.jpg
